	Feature	Degree Centrality	Betweenness Centrality	Eigenvector Centrality	Clustering Coefficient	Community
320	Morgan_FP_244	0.0023094688221709	0	4.24959785642381E-15	0	Community 21
203	inter_2_slogPVSA9*CIA	0.0023094688221709	0	4.24959785642381E-15	0	Community 26
333	Avalon_FP_495	0.0023094688221709	0	4.24959785642381E-15	0	Community 28
334	MACCS_FP_66	0.0023094688221709	0	4.24959785642381E-15	0	Community 28
352	Avalon_FP_367	0.0023094688221709	0	4.24959785642381E-15	0	Community 29
339	Avalon_FP_348	0.0023094688221709	0	4.24959785642381E-15	0	Community 27
341	Avalon_FP_308	0.0023094688221709	0	3.07185335050004E-12	0	Community 7
215	inter_2_slogPVSA7*GearyAuto_Hydrophobicity12	0.0023094688221709	0	4.24959785642381E-15	0	Community 25
147	inter_2_slogPVSA7*MoreauBrotoAuto_Hydrophobicity18	0.0023094688221709	0	4.24959785642381E-15	0	Community 25
47	GATS6s	0.0023094688221709	0	4.24959785642381E-15	0	Community 22
74	GATS6se	0.0023094688221709	0	4.24959785642381E-15	0	Community 22
58	GATS2i	0.0023094688221709	0	4.24959785642381E-15	0	Community 19
255	inter_2_PEOEVSA4*CIA	0.0023094688221709	0	4.24959785642381E-15	0	Community 24
429	Morgan_FP_187	0.0023094688221709	0	1.97373900440934E-14	0	Community 17
237	inter_2_slogPVSA9*_ChargeT23	0.0023094688221709	0	4.24959785642381E-15	0	Community 26
413	Avalon_FP_364	0	0	8.29999581332776E-18	0	Community 182
368	Morgan_FP_68	0	0	8.29999581332776E-18	0	Community 140
365	MACCS_FP_158	0	0	8.29999581332776E-18	0	Community 137
418	MACCS_FP_146	0	0	8.29999581332776E-18	0	Community 187
366	Avalon_FP_162	0	0	8.29999581332776E-18	0	Community 138
367	Avalon_FP_404	0	0	8.29999581332776E-18	0	Community 139
432	Morgan_FP_389	0	0	8.29999581332776E-18	0	Community 199
370	Morgan_FP_224	0	0	8.29999581332776E-18	0	Community 142
369	Avalon_FP_35	0	0	8.29999581332776E-18	0	Community 141
363	Morgan_FP_459	0	0	8.29999581332776E-18	0	Community 135
371	Morgan_FP_471	0	0	8.29999581332776E-18	0	Community 143
372	Morgan_FP_360	0	0	8.29999581332776E-18	0	Community 144
373	Morgan_FP_433	0	0	8.29999581332776E-18	0	Community 145
374	Morgan_FP_141	0	0	8.29999581332776E-18	0	Community 146
375	Morgan_FP_186	0	0	8.29999581332776E-18	0	Community 147
376	MACCS_FP_18	0	0	8.29999581332776E-18	0	Community 148
377	Morgan_FP_332	0	0	8.29999581332776E-18	0	Community 149
364	Morgan_FP_260	0	0	8.29999581332776E-18	0	Community 136
360	Morgan_FP_358	0	0	8.29999581332776E-18	0	Community 132
362	Morgan_FP_125	0	0	8.29999581332776E-18	0	Community 134
361	Morgan_FP_89	0	0	8.29999581332776E-18	0	Community 133
347	Morgan_FP_481	0	0	8.29999581332776E-18	0	Community 121
348	Avalon_FP_403	0	0	8.29999581332776E-18	0	Community 122
422	Avalon_FP_458	0	0	8.29999581332776E-18	0	Community 191
349	Morgan_FP_226	0	0	8.29999581332776E-18	0	Community 123
420	Avalon_FP_34	0	0	8.29999581332776E-18	0	Community 189
350	Morgan_FP_200	0	0	8.29999581332776E-18	0	Community 124
351	Morgan_FP_491	0	0	8.29999581332776E-18	0	Community 125
353	Avalon_FP_448	0	0	8.29999581332776E-18	0	Community 126
423	Morgan_FP_333	0	0	8.29999581332776E-18	0	Community 192
419	Morgan_FP_420	0	0	8.29999581332776E-18	0	Community 188
354	Morgan_FP_330	0	0	8.29999581332776E-18	0	Community 127
355	Morgan_FP_374	0	0	8.29999581332776E-18	0	Community 128
356	Morgan_FP_409	0	0	8.29999581332776E-18	0	Community 129
424	MACCS_FP_141	0	0	8.29999581332776E-18	0	Community 193
358	Avalon_FP_370	0	0	8.29999581332776E-18	0	Community 130
359	MACCS_FP_116	0	0	8.29999581332776E-18	0	Community 131
379	Morgan_FP_402	0	0	8.29999581332776E-18	0	Community 151
378	Morgan_FP_436	0	0	8.29999581332776E-18	0	Community 150
381	Avalon_FP_478	0	0	8.29999581332776E-18	0	Community 153
380	Morgan_FP_64	0	0	8.29999581332776E-18	0	Community 152
4	AATSC1v	0	0	8.29999581332776E-18	0	Community 31
400	Avalon_FP_452	0	0	8.29999581332776E-18	0	Community 169
401	Morgan_FP_474	0	0	8.29999581332776E-18	0	Community 170
402	Avalon_FP_209	0	0	8.29999581332776E-18	0	Community 171
415	Morgan_FP_454	0	0	8.29999581332776E-18	0	Community 184
426	Morgan_FP_320	0	0	8.29999581332776E-18	0	Community 195
403	Avalon_FP_499	0	0	8.29999581332776E-18	0	Community 172
404	MACCS_FP_126	0	0	8.29999581332776E-18	0	Community 173
346	Morgan_FP_0	0	0	8.29999581332776E-18	0	Community 120
414	Morgan_FP_153	0	0	8.29999581332776E-18	0	Community 183
430	MACCS_FP_62	0	0	8.29999581332776E-18	0	Community 197
406	Morgan_FP_72	0	0	8.29999581332776E-18	0	Community 175
428	Avalon_FP_31	0	0	8.29999581332776E-18	0	Community 196
407	MACCS_FP_111	0	0	8.29999581332776E-18	0	Community 176
408	Avalon_FP_335	0	0	8.29999581332776E-18	0	Community 177
409	MACCS_FP_93	0	0	8.29999581332776E-18	0	Community 178
410	Morgan_FP_25	0	0	8.29999581332776E-18	0	Community 179
411	MACCS_FP_8	0	0	8.29999581332776E-18	0	Community 180
412	Avalon_FP_472	0	0	8.29999581332776E-18	0	Community 181
431	Avalon_FP_274	0	0	8.29999581332776E-18	0	Community 198
399	Morgan_FP_427	0	0	8.29999581332776E-18	0	Community 168
398	Morgan_FP_42	0	0	8.29999581332776E-18	0	Community 167
416	Morgan_FP_252	0	0	8.29999581332776E-18	0	Community 185
382	MACCS_FP_163	0	0	8.29999581332776E-18	0	Community 154
383	Morgan_FP_342	0	0	8.29999581332776E-18	0	Community 155
384	Avalon_FP_215	0	0	8.29999581332776E-18	0	Community 156
5	NssBH	0	0	8.29999581332776E-18	0	Community 32
386	Morgan_FP_95	0	0	8.29999581332776E-18	0	Community 157
387	Avalon_FP_505	0	0	8.29999581332776E-18	0	Community 158
388	Avalon_FP_182	0	0	8.29999581332776E-18	0	Community 159
425	MACCS_FP_63	0	0	8.29999581332776E-18	0	Community 194
417	Morgan_FP_499	0	0	8.29999581332776E-18	0	Community 186
390	Morgan_FP_149	0	0	8.29999581332776E-18	0	Community 160
391	Morgan_FP_105	0	0	8.29999581332776E-18	0	Community 161
421	Morgan_FP_83	0	0	8.29999581332776E-18	0	Community 190
393	Morgan_FP_230	0	0	8.29999581332776E-18	0	Community 162
394	MACCS_FP_115	0	0	8.29999581332776E-18	0	Community 163
395	Avalon_FP_371	0	0	8.29999581332776E-18	0	Community 164
396	Avalon_FP_339	0	0	8.29999581332776E-18	0	Community 165
397	Avalon_FP_374	0	0	8.29999581332776E-18	0	Community 166
405	Morgan_FP_218	0	0	8.29999581332776E-18	0	Community 174
315	MACCS_FP_132	0	0	8.29999581332776E-18	0	Community 97
345	Avalon_FP_268	0	0	8.29999581332776E-18	0	Community 119
343	Avalon_FP_292	0	0	8.29999581332776E-18	0	Community 118
34	MINsCH3	0	0	8.29999581332776E-18	0	Community 44
33	NsssNH	0	0	8.29999581332776E-18	0	Community 43
32	ATSC3Z	0	0	8.29999581332776E-18	0	Community 42
27	MAXssO	0	0	8.29999581332776E-18	0	Community 41
25	MATS1s	0	0	8.29999581332776E-18	0	Community 40
20	MATS4dv	0	0	8.29999581332776E-18	0	Community 39
19	GATS5Z	0	0	8.29999581332776E-18	0	Community 38
273	inter_2_PEOEVSA3*114	0	0	8.29999581332776E-18	0	Community 66
15	n11FHRing	0	0	8.29999581332776E-18	0	Community 37
14	Xch-3d	0	0	8.29999581332776E-18	0	Community 36
13	NddssSe	0	0	8.29999581332776E-18	0	Community 35
9	GATS6d	0	0	8.29999581332776E-18	0	Community 34
7	GATS1m	0	0	8.29999581332776E-18	0	Community 33
283	Morgan_FP_470	0	0	8.29999581332776E-18	0	Community 67
285	Morgan_FP_50	0	0	8.29999581332776E-18	0	Community 68
286	Avalon_FP_298	0	0	8.29999581332776E-18	0	Community 69
287	Avalon_FP_223	0	0	8.29999581332776E-18	0	Community 70
288	Avalon_FP_48	0	0	8.29999581332776E-18	0	Community 71
289	Avalon_FP_409	0	0	8.29999581332776E-18	0	Community 72
36	MAXaasN	0	0	8.29999581332776E-18	0	Community 45
37	NsSnH3	0	0	8.29999581332776E-18	0	Community 46
38	AATSC4Z	0	0	8.29999581332776E-18	0	Community 47
72	n8FRing	0	0	8.29999581332776E-18	0	Community 58
153	inter_2_EstateVSA7*_HydrophobicityD1075	0	0	8.29999581332776E-18	0	Community 64
141	inter_2_PEOEVSA2*FN	0	0	8.29999581332776E-18	0	Community 63
1	n10FaHRing	0	0	8.29999581332776E-18	0	Community 30
82	MATS6d	0	0	8.29999581332776E-18	0	Community 62
79	NaaN	0	0	8.29999581332776E-18	0	Community 61
78	SaaO	0	0	8.29999581332776E-18	0	Community 60
76	n4HRing	0	0	8.29999581332776E-18	0	Community 59
227	inter_2_EstateVSA1*GearyAuto_ResidueVol20	0	0	8.29999581332776E-18	0	Community 65
71	NsssssP	0	0	8.29999581332776E-18	0	Community 57
41	AATSC7d	0	0	8.29999581332776E-18	0	Community 48
70	MINaaN	0	0	8.29999581332776E-18	0	Community 56
67	SsssNH	0	0	8.29999581332776E-18	0	Community 55
63	NssO	0	0	8.29999581332776E-18	0	Community 54
61	SssssC	0	0	8.29999581332776E-18	0	Community 53
56	ATSC3s	0	0	8.29999581332776E-18	0	Community 52
51	n6HRing	0	0	8.29999581332776E-18	0	Community 51
46	MINssS	0	0	8.29999581332776E-18	0	Community 50
45	GATS8m	0	0	8.29999581332776E-18	0	Community 49
290	Avalon_FP_28	0	0	8.29999581332776E-18	0	Community 73
291	Morgan_FP_316	0	0	8.29999581332776E-18	0	Community 74
292	Morgan_FP_289	0	0	8.29999581332776E-18	0	Community 75
328	Morgan_FP_3	0	0	8.29999581332776E-18	0	Community 108
319	Avalon_FP_267	0	0	8.29999581332776E-18	0	Community 100
321	Morgan_FP_248	0	0	8.29999581332776E-18	0	Community 101
322	Avalon_FP_231	0	0	8.29999581332776E-18	0	Community 102
323	Avalon_FP_250	0	0	8.29999581332776E-18	0	Community 103
324	Morgan_FP_430	0	0	8.29999581332776E-18	0	Community 104
325	Morgan_FP_399	0	0	8.29999581332776E-18	0	Community 105
326	Morgan_FP_266	0	0	8.29999581332776E-18	0	Community 106
327	Morgan_FP_26	0	0	8.29999581332776E-18	0	Community 107
330	Avalon_FP_114	0	0	8.29999581332776E-18	0	Community 109
316	Avalon_FP_190	0	0	8.29999581332776E-18	0	Community 98
331	Morgan_FP_240	0	0	8.29999581332776E-18	0	Community 110
332	Morgan_FP_32	0	0	8.29999581332776E-18	0	Community 111
335	Morgan_FP_82	0	0	8.29999581332776E-18	0	Community 112
336	Avalon_FP_49	0	0	8.29999581332776E-18	0	Community 113
337	Avalon_FP_124	0	0	8.29999581332776E-18	0	Community 114
338	Morgan_FP_222	0	0	8.29999581332776E-18	0	Community 115
340	Morgan_FP_16	0	0	8.29999581332776E-18	0	Community 116
342	MACCS_FP_43	0	0	8.29999581332776E-18	0	Community 117
317	Morgan_FP_361	0	0	8.29999581332776E-18	0	Community 99
314	Avalon_FP_385	0	0	8.29999581332776E-18	0	Community 96
294	Avalon_FP_396	0	0	8.29999581332776E-18	0	Community 76
303	Avalon_FP_312	0	0	8.29999581332776E-18	0	Community 85
295	Avalon_FP_288	0	0	8.29999581332776E-18	0	Community 77
296	Morgan_FP_235	0	0	8.29999581332776E-18	0	Community 78
297	Morgan_FP_372	0	0	8.29999581332776E-18	0	Community 79
298	Avalon_FP_216	0	0	8.29999581332776E-18	0	Community 80
299	Avalon_FP_306	0	0	8.29999581332776E-18	0	Community 81
300	Morgan_FP_242	0	0	8.29999581332776E-18	0	Community 82
301	Avalon_FP_71	0	0	8.29999581332776E-18	0	Community 83
302	Morgan_FP_40	0	0	8.29999581332776E-18	0	Community 84
304	Morgan_FP_484	0	0	8.29999581332776E-18	0	Community 86
313	Morgan_FP_303	0	0	8.29999581332776E-18	0	Community 95
305	Morgan_FP_264	0	0	8.29999581332776E-18	0	Community 87
306	Avalon_FP_195	0	0	8.29999581332776E-18	0	Community 88
307	Morgan_FP_118	0	0	8.29999581332776E-18	0	Community 89
308	Avalon_FP_228	0	0	8.29999581332776E-18	0	Community 90
309	Avalon_FP_10	0	0	8.29999581332776E-18	0	Community 91
310	Morgan_FP_309	0	0	8.29999581332776E-18	0	Community 92
311	Avalon_FP_422	0	0	8.29999581332776E-18	0	Community 93
312	Morgan_FP_275	0	0	8.29999581332776E-18	0	Community 94
433	class	0	0	8.29999581332776E-18	0	Community 200
